entityName,entityType,holeID,startXLocation,startYLocation,startZLocation,endXLocation,endYLocation,endZLocation,gradeXLocation, gradeYLocation, gradeZLocation, subdrillAmount, subdrillLength, benchHeight, holeDiameter,holeType,fromHoleID,timingDelayMilliseconds,colorHexDecimal,holeLengthCalculated,holeAngle,holeBearing,initiationTime,measuredLength,measuredLengthTimeStamp,measuredMass,measuredMassTimeStamp,measuredComment,measuredCommentTimeStamp, rowID, posID, burden, spacing, connectorCurve
ISEE_OTHER,hole,11,478789.8950,6772349.0090,398.406,478789.8950,6772349.0100,392.5000,478789.8950,6772349.0097,394.0000,1.5000,0.0000,4.4060,165.0000,contour,ISEE_OTHER:::12,42,#888888,5.9060,0.0097,0.0000,210,5.9651,9/05/2025 8:00,80.0000,9/05/1975 0:00,None,9/05/1975 0:00,1,11,0,0,0
ISEE_OTHER,hole,12,478794.2790,6772350.4020,397.807,478794.2790,6772350.4000,392.5000,478794.2790,6772350.4006,394.0000,1.5000,0.0000,3.8070,165.0000,contour,ISEE_OTHER:::13,42,#888888,5.3070,0.0216,180.0000,168,5.4662,9/05/2025 8:06,72.0000,9/05/1975 0:00,None,9/05/1975 0:00,1,12,0,0,0
ISEE_OTHER,hole,13,478798.6630,6772351.7950,396.974,478798.6630,6772351.7900,392.5000,478798.6630,6772351.7917,394.0000,1.5000,0.0000,2.9740,165.0000,contour,ISEE_OTHER:::14,42,#888888,4.4740,0.0640,180.0000,126,4.4740,9/05/2025 8:12,61.0000,9/05/1975 0:00,None,9/05/1975 0:00,1,13,0,0,0
ISEE_OTHER,hole,14,478803.0470,6772353.1880,396.211,478803.0470,6772353.1900,392.5000,478803.0470,6772353.1892,394.0000,1.5000,0.0000,2.2110,165.0000,contour,ISEE_OTHER:::15,42,#888888,3.7110,0.0309,0.0000,84,3.4512,9/05/2025 8:18,50.0000,9/05/1975 0:00,None,9/05/1975 0:00,1,14,0,0,0
ISEE_OTHER,hole,15,478807.4310,6772354.5800,396.04,478807.4310,6772354.5800,392.5000,478807.4310,6772354.5800,394.0000,1.5000,0.0000,2.0400,165.0000,contour,ISEE_OTHER:::16,42,#888888,3.5400,0.0000,90.0000,42,3.4692,9/05/2025 8:24,48.0000,9/05/1975 0:00,None,9/05/1975 0:00,1,15,0,0,0
ISEE_OTHER,hole,16,478811.8150,6772355.9730,395.249,478811.8150,6772355.9700,392.5000,478811.8150,6772355.9716,394.0000,1.5000,0.0000,1.2490,165.0000,contour,ISEE_OTHER:::16,0,pink,2.7490,0.0625,180.0000,0,2.5566,9/05/2025 8:30,37.0000,9/05/1975 0:00,None,9/05/1975 0:00,1,16,0,0,0
ISEE_OTHER,hole,17,478815.2180,6772352.8570,394.697,478815.2180,6772352.8600,392.5000,478815.2180,6772352.8580,394.0000,1.5000,0.0000,0.6970,165.0000,contour,ISEE_OTHER:::16,17,#BBBB00,2.1970,0.0782,0.0000,17,2.1311,9/05/2025 8:36,30.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,1,0,0,0
ISEE_OTHER,hole,18,478810.8340,6772351.4650,395.972,478810.8340,6772351.4600,392.5000,478810.8340,6772351.4622,394.0000,1.5000,0.0000,1.9720,165.0000,contour,ISEE_OTHER:::17,42,#888888,3.4720,0.0825,180.0000,59,3.3678,9/05/2025 8:42,47.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,2,0,0,0
ISEE_OTHER,hole,19,478806.4500,6772350.0720,396.354,478806.4500,6772350.0700,392.5000,478806.4500,6772350.0708,394.0000,1.5000,0.0000,2.3540,165.0000,contour,ISEE_OTHER:::18,42,#888888,3.8540,0.0297,180.0000,101,3.9696,9/05/2025 8:48,52.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,3,0,0,0
ISEE_OTHER,hole,20,478802.0660,6772348.6790,396.985,478802.0660,6772348.6800,392.5000,478802.0660,6772348.6797,394.0000,1.5000,0.0000,2.9850,165.0000,contour,ISEE_OTHER:::19,42,#888888,4.4850,0.0128,0.0000,143,4.0813,9/05/2025 8:54,61.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,4,0,0,0
ISEE_OTHER,hole,21,478797.6820,6772347.2860,397.792,478797.6820,6772347.2900,392.5000,478797.6820,6772347.2889,394.0000,1.5000,0.0000,3.7920,165.0000,contour,ISEE_OTHER:::20,42,#888888,5.2920,0.0433,0.0000,185,5.5566,9/05/2025 9:00,72.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,5,0,0,0
ISEE_OTHER,hole,22,478793.2980,6772345.8930,398.572,478793.2980,6772345.8900,392.5000,478793.2980,6772345.8907,394.0000,1.5000,0.0000,4.5720,165.0000,contour,ISEE_OTHER:::21,42,#888888,6.0720,0.0283,180.0000,227,6.0720,9/05/2025 9:06,83.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,6,0,0,0
ISEE_OTHER,hole,23,478788.9140,6772344.5010,399.374,478788.9140,6772344.5000,392.5000,478788.9140,6772344.5002,394.0000,1.5000,0.0000,5.3740,165.0000,contour,ISEE_OTHER:::22,42,#888888,6.8740,0.0083,180.0000,269,6.8740,9/05/2025 9:12,93.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,7,0,0,0
ISEE_OTHER,hole,24,478784.5300,6772343.1080,400.052,478784.5300,6772343.1100,392.5000,478784.5300,6772343.1096,394.0000,1.5000,0.0000,6.0520,165.0000,contour,ISEE_OTHER:::23,42,#888888,7.5520,0.0152,0.0000,311,6.9478,9/05/2025 9:18,103.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,8,0,0,0
ISEE_OTHER,hole,25,478780.1460,6772341.7150,400.532,478780.1460,6772341.7200,392.5000,478780.1460,6772341.7191,394.0000,1.5000,0.0000,6.5320,165.0000,contour,ISEE_OTHER:::24,42,#888888,8.0320,0.0357,0.0000,353,7.9517,9/05/2025 9:24,109.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,9,0,0,0
ISEE_OTHER,hole,26,478775.7620,6772340.3220,401.385,478775.7620,6772340.3200,392.5000,478775.7620,6772340.3203,394.0000,1.5000,0.0000,7.3850,165.0000,contour,ISEE_OTHER:::25,42,#888888,8.8850,0.0129,180.0000,395,8.7962,9/05/2025 9:30,121.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,10,0,0,0
ISEE_OTHER,hole,27,478771.3780,6772338.9300,402.308,478771.3780,6772338.9300,392.5000,478771.3780,6772338.9300,394.0000,1.5000,0.0000,8.3080,165.0000,contour,ISEE_OTHER:::26,42,#888888,9.8080,0.0000,90.0000,437,8.8272,9/05/2025 9:36,133.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,11,0,0,0
ISEE_OTHER,hole,28,478766.9930,6772337.5370,403.041,478766.9930,6772337.5400,392.5000,478766.9930,6772337.5396,394.0000,1.5000,0.0000,9.0410,165.0000,contour,ISEE_OTHER:::27,42,#888888,10.5410,0.0163,0.0000,479,9.8031,9/05/2025 9:42,143.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,12,0,0,0
ISEE_OTHER,hole,29,478762.6090,6772336.1440,403.389,478762.6090,6772336.1400,392.5000,478762.6090,6772336.1406,394.0000,1.5000,0.0000,9.3890,165.0000,contour,ISEE_OTHER:::28,42,#888888,10.8890,0.0210,180.0000,521,10.3445,9/05/2025 9:48,148.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,13,0,0,0
ISEE_OTHER,hole,30,478758.2250,6772334.7510,404.056,478758.2250,6772334.7500,392.5000,478758.2250,6772334.7501,394.0000,1.5000,0.0000,10.0560,165.0000,contour,ISEE_OTHER:::29,42,#888888,11.5560,0.0050,180.0000,563,12.0182,9/05/2025 9:54,157.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,14,0,0,0
ISEE_OTHER,hole,31,478753.8410,6772333.3580,404.985,478753.8410,6772333.3600,392.5000,478753.8410,6772333.3598,394.0000,1.5000,0.0000,10.9850,165.0000,contour,ISEE_OTHER:::30,42,#888888,12.4850,0.0092,0.0000,605,11.3613,9/05/2025 10:00,170.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,15,0,0,0
ISEE_OTHER,hole,32,478749.4570,6772331.9660,405.728,478749.4570,6772331.9700,392.5000,478749.4570,6772331.9695,394.0000,1.5000,0.0000,11.7280,165.0000,contour,ISEE_OTHER:::31,42,#888888,13.2280,0.0173,0.0000,647,13.0957,9/05/2025 10:06,180.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,16,0,0,0
ISEE_OTHER,hole,33,478746.4390,6772331.1910,405.63,478746.4390,6772331.1900,392.5000,478746.4390,6772331.1901,394.0000,1.5000,0.0000,11.6300,165.0000,contour,ISEE_OTHER:::32,42,#888888,13.1300,0.0044,180.0000,689,11.9483,9/05/2025 10:12,179.0000,9/05/1975 0:00,None,9/05/1975 0:00,2,17,0,0,0
ISEE_OTHER,hole,34,478748.4760,6772327.4570,405.693,478748.4760,6772327.4600,392.5000,478748.4760,6772327.4597,394.0000,1.5000,0.0000,11.6930,165.0000,contour,ISEE_OTHER:::35,42,#888888,13.1930,0.0130,0.0000,706,13.8527,9/05/2025 10:18,179.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,1,0,0,0
ISEE_OTHER,hole,35,478752.8600,6772328.8500,405.182,478752.8600,6772328.8500,392.5000,478752.8600,6772328.8500,394.0000,1.5000,0.0000,11.1820,165.0000,contour,ISEE_OTHER:::36,42,#888888,12.6820,0.0000,90.0000,664,12.3015,9/05/2025 10:24,172.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,2,0,0,0
ISEE_OTHER,hole,36,478757.2440,6772330.2430,404.278,478757.2440,6772330.2400,392.5000,478757.2440,6772330.2404,394.0000,1.5000,0.0000,10.2780,165.0000,contour,ISEE_OTHER:::37,42,#888888,11.7780,0.0146,180.0000,622,12.0136,9/05/2025 10:30,160.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,3,0,0,0
ISEE_OTHER,hole,37,478761.6280,6772331.6350,403.602,478761.6280,6772331.6400,392.5000,478761.6280,6772331.6393,394.0000,1.5000,0.0000,9.6020,165.0000,contour,ISEE_OTHER:::38,42,#888888,11.1020,0.0258,0.0000,580,11.5461,9/05/2025 10:36,151.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,4,0,0,0
ISEE_OTHER,hole,38,478766.0130,6772333.0280,403.307,478766.0130,6772333.0300,392.5000,478766.0130,6772333.0297,394.0000,1.5000,0.0000,9.3070,165.0000,contour,ISEE_OTHER:::39,42,#888888,10.8070,0.0106,0.0000,538,10.5909,9/05/2025 10:42,147.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,5,0,0,0
ISEE_OTHER,hole,39,478770.3970,6772334.4210,402.734,478770.3970,6772334.4200,392.5000,478770.3970,6772334.4201,394.0000,1.5000,0.0000,8.7340,165.0000,contour,ISEE_OTHER:::40,42,#888888,10.2340,0.0056,180.0000,496,10.2340,9/05/2025 10:48,139.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,6,0,0,0
ISEE_OTHER,hole,40,478774.7810,6772335.8140,401.92,478774.7810,6772335.8100,392.5000,478774.7810,6772335.8106,394.0000,1.5000,0.0000,7.9200,165.0000,contour,ISEE_OTHER:::41,42,#888888,9.4200,0.0243,180.0000,454,9.7026,9/05/2025 10:54,128.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,7,0,0,0
ISEE_OTHER,hole,41,478779.1650,6772337.2060,401.095,478779.1650,6772337.2100,392.5000,478779.1650,6772337.2093,394.0000,1.5000,0.0000,7.0950,165.0000,contour,ISEE_OTHER:::42,42,#888888,8.5950,0.0267,0.0000,412,7.9934,9/05/2025 11:00,117.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,8,0,0,0
ISEE_OTHER,hole,42,478783.5490,6772338.5990,400.539,478783.5490,6772338.6000,392.5000,478783.5490,6772338.5998,394.0000,1.5000,0.0000,6.5390,165.0000,contour,ISEE_OTHER:::43,42,#888888,8.0390,0.0071,0.0000,370,8.1998,9/05/2025 11:06,109.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,9,0,0,0
ISEE_OTHER,hole,43,478787.9330,6772339.9920,399.965,478787.9330,6772339.9900,392.5000,478787.9330,6772339.9904,394.0000,1.5000,0.0000,5.9650,165.0000,contour,ISEE_OTHER:::44,42,#888888,7.4650,0.0154,180.0000,328,7.1664,9/05/2025 11:12,102.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,10,0,0,0
ISEE_OTHER,hole,44,478792.3170,6772341.3850,399.165,478792.3170,6772341.3800,392.5000,478792.3170,6772341.3811,394.0000,1.5000,0.0000,5.1650,165.0000,contour,ISEE_OTHER:::45,42,#888888,6.6650,0.0430,180.0000,286,6.6650,9/05/2025 11:18,91.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,11,0,0,0
ISEE_OTHER,hole,45,478796.7010,6772342.7780,398.405,478796.7010,6772342.7800,392.5000,478796.7010,6772342.7795,394.0000,1.5000,0.0000,4.4050,165.0000,contour,ISEE_OTHER:::46,42,#888888,5.9050,0.0194,0.0000,244,5.9641,9/05/2025 11:24,80.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,12,0,0,0
ISEE_OTHER,hole,46,478801.0850,6772344.1700,397.309,478801.0850,6772344.1700,392.5000,478801.0850,6772344.1700,394.0000,1.5000,0.0000,3.3090,165.0000,contour,ISEE_OTHER:::47,42,#888888,4.8090,0.0000,90.0000,202,4.6166,9/05/2025 11:30,65.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,13,0,0,0
ISEE_OTHER,hole,47,478805.4690,6772345.5630,396.712,478805.4690,6772345.5600,392.5000,478805.4690,6772345.5611,394.0000,1.5000,0.0000,2.7120,165.0000,contour,ISEE_OTHER:::48,42,#888888,4.2120,0.0408,180.0000,160,4.0435,9/05/2025 11:36,57.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,14,0,0,0
ISEE_OTHER,hole,48,478809.8530,6772346.9560,396.189,478809.8530,6772346.9600,392.5000,478809.8530,6772346.9584,394.0000,1.5000,0.0000,2.1890,165.0000,contour,ISEE_OTHER:::49,42,#888888,3.6890,0.0621,0.0000,118,3.4677,9/05/2025 11:42,50.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,15,0,0,0
ISEE_OTHER,hole,49,478814.2370,6772348.3490,395.183,478814.2370,6772348.3500,392.5000,478814.2370,6772348.3494,394.0000,1.5000,0.0000,1.1830,165.0000,contour,ISEE_OTHER:::18,17,#BBBB00,2.6830,0.0214,0.0000,76,2.6025,9/05/2025 11:48,36.0000,9/05/1975 0:00,None,9/05/1975 0:00,3,16,0,0,0
ISEE_OTHER,hole,50,478813.2560,6772343.8400,395.658,478813.2560,6772343.8400,392.5000,478813.2560,6772343.8400,394.0000,1.5000,0.0000,1.6580,165.0000,contour,ISEE_OTHER:::48,17,#BBBB00,3.1580,0.0000,90.0000,135,2.9054,9/05/2025 11:54,43.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,1,0,0,0
ISEE_OTHER,hole,51,478808.8720,6772342.4470,396.537,478808.8720,6772342.4500,392.5000,478808.8720,6772342.4489,394.0000,1.5000,0.0000,2.5370,165.0000,contour,ISEE_OTHER:::50,42,#888888,4.0370,0.0426,0.0000,177,3.9966,9/05/2025 12:00,55.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,2,0,0,0
ISEE_OTHER,hole,52,478804.4880,6772341.0540,397.144,478804.4880,6772341.0500,392.5000,478804.4880,6772341.0513,394.0000,1.5000,0.0000,3.1440,165.0000,contour,ISEE_OTHER:::51,42,#888888,4.6440,0.0494,180.0000,219,4.2725,9/05/2025 12:06,63.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,3,0,0,0
ISEE_OTHER,hole,53,478800.1040,6772339.6620,397.856,478800.1040,6772339.6600,392.5000,478800.1040,6772339.6606,394.0000,1.5000,0.0000,3.8560,165.0000,contour,ISEE_OTHER:::52,42,#888888,5.3560,0.0214,180.0000,261,5.0346,9/05/2025 12:12,73.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,4,0,0,0
ISEE_OTHER,hole,54,478795.7200,6772338.2690,398.82,478795.7200,6772338.2700,392.5000,478795.7200,6772338.2698,394.0000,1.5000,0.0000,4.8200,165.0000,contour,ISEE_OTHER:::53,42,#888888,6.3200,0.0091,0.0000,303,6.5728,9/05/2025 12:18,86.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,5,0,0,0
ISEE_OTHER,hole,55,478791.3360,6772336.8760,399.664,478791.3360,6772336.8800,392.5000,478791.3360,6772336.8792,394.0000,1.5000,0.0000,5.6640,165.0000,contour,ISEE_OTHER:::54,42,#888888,7.1640,0.0320,0.0000,345,7.1640,9/05/2025 12:24,97.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,6,0,0,0
ISEE_OTHER,hole,56,478786.9520,6772335.4830,400.537,478786.9520,6772335.4800,392.5000,478786.9520,6772335.4806,394.0000,1.5000,0.0000,6.5370,165.0000,contour,ISEE_OTHER:::55,42,#888888,8.0370,0.0214,180.0000,387,7.5548,9/05/2025 12:30,109.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,7,0,0,0
ISEE_OTHER,hole,57,478782.5680,6772334.0910,401.02,478782.5680,6772334.0900,392.5000,478782.5680,6772334.0902,394.0000,1.5000,0.0000,7.0200,165.0000,contour,ISEE_OTHER:::56,42,#888888,8.5200,0.0067,180.0000,429,8.1792,9/05/2025 12:36,116.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,8,0,0,0
ISEE_OTHER,hole,58,478778.1840,6772332.6980,401.529,478778.1840,6772332.7000,392.5000,478778.1840,6772332.6997,394.0000,1.5000,0.0000,7.5290,165.0000,contour,ISEE_OTHER:::57,42,#888888,9.0290,0.0127,0.0000,471,8.7581,9/05/2025 12:42,123.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,9,0,0,0
ISEE_OTHER,hole,59,478773.8000,6772331.3050,402.351,478773.8000,6772331.3100,392.5000,478773.8000,6772331.3092,394.0000,1.5000,0.0000,8.3510,165.0000,contour,ISEE_OTHER:::58,42,#888888,9.8510,0.0291,0.0000,513,9.1614,9/05/2025 12:48,134.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,10,0,0,0
ISEE_OTHER,hole,60,478769.4160,6772329.9120,403.082,478769.4160,6772329.9100,392.5000,478769.4160,6772329.9103,394.0000,1.5000,0.0000,9.0820,165.0000,contour,ISEE_OTHER:::59,42,#888888,10.5820,0.0108,180.0000,555,9.7354,9/05/2025 12:54,144.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,11,0,0,0
ISEE_OTHER,hole,61,478765.0320,6772328.5200,403.442,478765.0320,6772328.5200,392.5000,478765.0320,6772328.5200,394.0000,1.5000,0.0000,9.4420,165.0000,contour,ISEE_OTHER:::60,42,#888888,10.9420,0.0000,90.0000,597,10.8326,9/05/2025 13:00,149.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,12,0,0,0
ISEE_OTHER,hole,62,478760.6480,6772327.1270,403.947,478760.6480,6772327.1300,392.5000,478760.6480,6772327.1296,394.0000,1.5000,0.0000,9.9470,165.0000,contour,ISEE_OTHER:::61,42,#888888,11.4470,0.0150,0.0000,639,11.2181,9/05/2025 13:06,156.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,13,0,0,0
ISEE_OTHER,hole,63,478756.2630,6772325.7340,404.644,478756.2630,6772325.7300,392.5000,478756.2630,6772325.7305,394.0000,1.5000,0.0000,10.6440,165.0000,contour,ISEE_OTHER:::62,42,#888888,12.1440,0.0189,180.0000,681,12.6298,9/05/2025 13:12,165.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,14,0,0,0
ISEE_OTHER,hole,64,478751.8790,6772324.3410,405.429,478751.8790,6772324.3400,392.5000,478751.8790,6772324.3401,394.0000,1.5000,0.0000,11.4290,165.0000,contour,ISEE_OTHER:::63,42,#888888,12.9290,0.0044,180.0000,723,12.6704,9/05/2025 13:18,176.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,15,0,0,0
ISEE_OTHER,hole,65,478747.9830,6772323.0130,405.711,478747.9830,6772323.0100,392.5000,478747.9830,6772323.0103,394.0000,1.5000,0.0000,11.7110,165.0000,contour,ISEE_OTHER:::64,42,#888888,13.2110,0.0130,180.0000,765,13.4752,9/05/2025 13:24,180.0000,9/05/1975 0:00,None,9/05/1975 0:00,4,16,0,0,0
ISEE_OTHER,hole,66,478748.1410,6772319.0900,405.789,478748.1410,6772319.0900,392.5000,478748.1410,6772319.0900,394.0000,1.5000,0.0000,11.7890,165.0000,contour,ISEE_OTHER:::67,42,#888888,13.2890,0.0000,90.0000,824,13.9535,9/05/2025 13:30,181.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,1,0,0,0
ISEE_OTHER,hole,67,478750.8980,6772319.8330,405.614,478750.8980,6772319.8300,392.5000,478750.8980,6772319.8303,394.0000,1.5000,0.0000,11.6140,165.0000,contour,ISEE_OTHER:::68,42,#888888,13.1140,0.0131,180.0000,782,12.8517,9/05/2025 13:36,178.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,2,0,0,0
ISEE_OTHER,hole,68,478755.2820,6772321.2250,404.974,478755.2820,6772321.2300,392.5000,478755.2820,6772321.2294,394.0000,1.5000,0.0000,10.9740,165.0000,contour,ISEE_OTHER:::69,42,#888888,12.4740,0.0230,0.0000,740,12.2245,9/05/2025 13:42,170.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,3,0,0,0
ISEE_OTHER,hole,69,478759.6670,6772322.6180,404.259,478759.6670,6772322.6200,392.5000,478759.6670,6772322.6197,394.0000,1.5000,0.0000,10.2590,165.0000,contour,ISEE_OTHER:::70,42,#888888,11.7590,0.0097,0.0000,698,11.2886,9/05/2025 13:48,160.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,4,0,0,0
ISEE_OTHER,hole,70,478764.0510,6772324.0110,403.635,478764.0510,6772324.0100,392.5000,478764.0510,6772324.0101,394.0000,1.5000,0.0000,9.6350,165.0000,contour,ISEE_OTHER:::71,42,#888888,11.1350,0.0051,180.0000,656,11.0236,9/05/2025 13:54,151.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,5,0,0,0
ISEE_OTHER,hole,71,478768.4350,6772325.4040,403.334,478768.4350,6772325.4000,392.5000,478768.4350,6772325.4006,394.0000,1.5000,0.0000,9.3340,165.0000,contour,ISEE_OTHER:::72,42,#888888,10.8340,0.0212,180.0000,614,9.8589,9/05/2025 14:00,147.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,6,0,0,0
ISEE_OTHER,hole,72,478772.8190,6772326.7960,402.695,478772.8190,6772326.8000,392.5000,478772.8190,6772326.7994,394.0000,1.5000,0.0000,8.6950,165.0000,contour,ISEE_OTHER:::73,42,#888888,10.1950,0.0225,0.0000,572,9.7872,9/05/2025 14:06,139.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,7,0,0,0
ISEE_OTHER,hole,73,478777.2030,6772328.1890,401.897,478777.2030,6772328.1900,392.5000,478777.2030,6772328.1898,394.0000,1.5000,0.0000,7.8970,165.0000,contour,ISEE_OTHER:::74,42,#888888,9.3970,0.0061,0.0000,530,9.7729,9/05/2025 14:12,128.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,8,0,0,0
ISEE_OTHER,hole,74,478781.5870,6772329.5820,401.376,478781.5870,6772329.5800,392.5000,478781.5870,6772329.5803,394.0000,1.5000,0.0000,7.3760,165.0000,contour,ISEE_OTHER:::75,42,#888888,8.8760,0.0129,180.0000,488,9.3198,9/05/2025 14:18,121.0000,9/05/1975 0:00,None,9/05/1975 0:00,5,9,0,0,0
